iteration	time	x1	x2	radius	f_value	arclength
4.900000000000000000e+02	2.224566582827734692e+03	8.409474290204447612e-10	1.012711553064119961e-09	1.316349979331347128e-09	6.149597794512419103e-11	1.725833979305185506e-01
4.910000000000000000e+02	2.302875454119006463e+03	-5.143422494061936609e-11	1.232788897578729955e-09	1.233861396384789502e-09	5.746829262365607261e-11	1.728062811642538665e-01
4.930000000000000000e+02	2.467860087458030193e+03	-1.020888800475585019e-09	3.644836913041446008e-10	1.084002907820442072e-09	5.018526382171786885e-11	1.732490749644859107e-01
4.940000000000000000e+02	2.554733341531623410e+03	-3.778820140747730213e-10	-9.431275105277101097e-10	1.016013935768305767e-09	4.689674127652339637e-11	1.734690030612396627e-01
4.960000000000000000e+02	2.737761799661079749e+03	-6.127177734821320481e-11	8.904038120798718873e-10	8.925094841321165524e-10	4.095065546474280140e-11	1.739059646085442945e-01
4.970000000000000000e+02	2.834136094793797383e+03	1.784650008208104569e-10	8.172230349088668984e-10	8.364826628828782391e-10	3.826596843445903232e-11	1.741230149057154952e-01
4.990000000000000000e+02	3.037181771274520997e+03	7.346610920494508309e-10	9.126265102632234966e-12	7.347177749898359523e-10	3.341197909583676065e-11	1.745542958430624236e-01
5.000000000000000000e+02	3.144096204967312133e+03	1.521879383568359504e-10	6.715282601938725859e-10	6.885574578931764654e-10	3.122050693705101750e-11	1.747685426813119780e-01
5.020000000000000000e+02	3.369348316900387999e+03	4.692519735520505471e-10	3.814325788977893410e-10	6.047216110964719418e-10	2.725848550038818634e-11	1.751942888132710652e-01
5.030000000000000000e+02	3.487955629318174942e+03	3.582427002549055574e-10	4.390993189582227671e-10	5.666974891381654865e-10	2.546981842073979176e-11	1.754058036893752504e-01
5.050000000000000000e+02	3.737842821253177590e+03	-1.647491225133402977e-10	4.695829264041064653e-10	4.976448514142993960e-10	2.223621355119246067e-11	1.758261552780334414e-01
5.060000000000000000e+02	3.869421823947918256e+03	-1.008408823120250538e-10	4.552949615142063845e-10	4.663286239613544458e-10	2.077647169747256296e-11	1.760350069881142510e-01
5.080000000000000000e+02	4.146638353272697714e+03	3.733395739566015683e-11	4.077571854667215318e-10	4.094627537085190010e-10	1.813764486003303260e-11	1.764500990304790073e-01
5.090000000000000000e+02	4.292607717194855468e+03	2.820640000662954130e-10	-2.600902650277154826e-10	3.836757043332120951e-10	1.694646527017043439e-11	1.766563538043295356e-01
5.110000000000000000e+02	4.600142503334920548e+03	1.332550797169333051e-10	-3.093764411171229095e-10	3.368541206348274437e-10	1.479323609263963569e-11	1.770663162925912026e-01
5.120000000000000000e+02	4.762076054794289121e+03	-1.076964896808368359e-10	2.966813242618757839e-10	3.156237349366407913e-10	1.382130688258843823e-11	1.772700379197522935e-01
5.140000000000000000e+02	5.103244905427329286e+03	1.950261551922071584e-10	-1.968185687005407075e-10	2.770789602160083508e-10	1.206448967273425641e-11	1.776749960856613408e-01
5.150000000000000000e+02	5.282888594922531411e+03	-2.529499644022275279e-10	5.839565712408517657e-11	2.596030378521058157e-10	1.127153249736683002e-11	1.778762460338496887e-01
5.170000000000000000e+02	5.661369956667597762e+03	-1.593541752636401266e-10	1.628935431181579190e-10	2.278772905832042518e-10	9.838284572483239347e-12	1.782763205783578775e-01
5.180000000000000000e+02	5.860660683540501850e+03	3.722978916580029328e-11	2.102230827697144957e-10	2.134942662708583769e-10	9.191404201914789624e-12	1.784751581047960278e-01
5.200000000000000000e+02	6.280535302582076838e+03	-5.647681363894435876e-11	1.786719911029075828e-10	1.873854607046276283e-10	8.022238973967471163e-12	1.788704654140152728e-01
5.210000000000000000e+02	6.501621798462554580e+03	-1.193557156847684713e-11	-1.751436498956561312e-10	1.755498674663082697e-10	7.494573447127329379e-12	1.790669476701679530e-01
5.230000000000000000e+02	6.967416718726147337e+03	1.786400708331865316e-12	-1.540566191364268748e-10	1.540669761085639431e-10	6.540917716079756836e-12	1.794576000186137443e-01
5.240000000000000000e+02	7.212682714930152542e+03	1.239646552292194603e-10	7.391665812558007730e-11	1.443291657793154802e-10	6.110534535962628295e-12	1.796517821487933764e-01
5.260000000000000000e+02	7.729420088193226547e+03	-1.239516217908553325e-10	-2.603014731853657849e-11	1.266553319604348903e-10	5.332731202881352724e-12	1.800378878908003299e-01
5.270000000000000000e+02	8.001510016862882367e+03	-1.171514049478519305e-10	-1.876479901550546787e-11	1.186447190706265746e-10	4.981724887929434668e-12	1.802298231250678562e-01
5.290000000000000000e+02	8.574761251066374825e+03	1.011043180794815652e-10	-2.482214814398697750e-11	1.041067825494526474e-10	4.347400153066681567e-12	1.806114868751943492e-01
5.300000000000000000e+02	8.876608757158819571e+03	-9.741228114705697828e-11	4.539651721680426998e-12	9.751800324056798798e-11	4.061154539845339473e-12	1.808012266169465032e-01
5.320000000000000000e+02	9.512554586740852756e+03	3.222936890198743935e-11	-7.925912626483672911e-11	8.556133072881537513e-11	3.543883295170861350e-12	1.811785494201195723e-01
5.330000000000000000e+02	9.847414158279232652e+03	-2.007446299275242057e-11	-7.758792657988133800e-11	8.014281262479151634e-11	3.310468614565683788e-12	1.813661433287233338e-01
5.350000000000000000e+02	1.055291128420293899e+04	-1.801346247292872973e-12	7.028743629602935890e-11	7.031051521195831831e-11	2.888683748272625858e-12	1.817392228208161431e-01
5.360000000000000000e+02	1.092439334182353377e+04	4.850001150095247334e-12	6.567620480131734282e-11	6.585504072020989893e-11	2.698363930676930516e-12	1.819247188896226664e-01
5.380000000000000000e+02	1.170704835980475582e+04	1.293652295969125490e-11	-5.630376345777423272e-11	5.777081794293388720e-11	2.354465104618731135e-12	1.822936494491028958e-01
5.390000000000000000e+02	1.211915818393207519e+04	-5.363209394518792868e-12	-5.384127600216130488e-11	5.410773527463855431e-11	2.199295222750238168e-12	1.824770940791475005e-01
5.410000000000000000e+02	1.298740959795337403e+04	-4.637952901809013486e-11	1.007739134919953848e-11	4.746171644962691954e-11	1.918920750468930724e-12	1.828419669703863493e-01
5.420000000000000000e+02	1.344459051331184855e+04	4.412857406943338990e-11	5.340129817184333178e-12	4.445051221151281997e-11	1.792418157321339546e-12	1.830234050400577350e-01
5.440000000000000000e+02	1.440779971868364737e+04	-1.010564796990952920e-11	-3.765510349396940397e-11	3.898757417477116706e-11	1.563850219196570065e-12	1.833843085488430780e-01
5.450000000000000000e+02	1.491498100175701620e+04	-3.153368209250172668e-11	-1.840637708877123010e-11	3.651257076466961945e-11	1.460725927668099184e-12	1.835637834797834433e-01
5.470000000000000000e+02	1.598353321869612228e+04	-1.500432148809438630e-11	-2.828999334106419182e-11	3.202270111273480892e-11	1.274404772803767045e-12	1.839208030415414030e-01
5.480000000000000000e+02	1.654618324466724516e+04	1.730870857271437521e-11	2.448937973911132062e-11	2.998868307314531361e-11	1.190344071446327565e-12	1.840983568610194965e-01
5.500000000000000000e+02	1.773159949064751709e+04	-1.873156525905084548e-11	1.845989098375961264e-11	2.629903253327715242e-11	1.038471288478096093e-12	1.844515751822096983e-01
5.510000000000000000e+02	1.835578469284377206e+04	-1.763003927920196347e-11	1.719599845581629922e-11	2.462763991694373927e-11	9.699545920580211897e-13	1.846272485821909559e-01
5.530000000000000000e+02	1.967084600099324598e+04	-2.152995765120585357e-11	-1.687249057114225991e-12	2.159596920361414078e-11	8.461691598591774666e-13	1.849767457553071204e-01
5.540000000000000000e+02	2.036329627853187048e+04	-1.116388219052687756e-11	-1.686197804370467419e-11	2.022272407739228591e-11	7.903257340409591718e-13	1.851505781484285851e-01
5.560000000000000000e+02	2.182218150138590136e+04	9.151034835338377130e-12	1.518823379485863585e-11	1.773200170214469691e-11	6.894395334040620940e-13	1.854964317610045821e-01
5.570000000000000000e+02	2.259036278023735213e+04	-1.634924097082391332e-11	-2.896617348144851501e-12	1.660385715379534847e-11	6.439280755367207279e-13	1.856684613336471723e-01
5.590000000000000000e+02	2.420880146463368874e+04	1.162851128874050438e-11	-8.758280003073856185e-12	1.455780695725179388e-11	5.617099733530683778e-13	1.860107465716393793e-01
5.600000000000000000e+02	2.506099619444940981e+04	1.244878789119010593e-11	-5.552954959758518795e-12	1.363112720008687204e-11	5.246211299327567655e-13	1.861810103342763367e-01
5.620000000000000000e+02	2.685643817584552380e+04	1.144114877731193879e-11	-3.451953653592006501e-12	1.195055937482148445e-11	4.576207358217285341e-13	1.865198000801672473e-01
5.630000000000000000e+02	2.780183463045780445e+04	9.943109896222495930e-13	-1.114518994904523048e-11	1.118945545343393334e-11	4.273975359104816455e-13	1.866883339151547416e-01
5.650000000000000000e+02	2.979363817521920282e+04	-9.506648299984366282e-12	2.417623120065314851e-12	9.809243775657224150e-12	3.728013577305932291e-13	1.870236988410976520e-01
5.660000000000000000e+02	3.084242951964202075e+04	-8.550651613903872360e-12	-3.352004344622913177e-12	9.184202531996328585e-12	3.481742766560058562e-13	1.871905375480620581e-01
5.680000000000000000e+02	3.305207004383159074e+04	6.368757414440382486e-12	4.924857397601548004e-12	8.050794457114157582e-12	3.036883314914455465e-13	1.875225462043648428e-01
5.690000000000000000e+02	3.421556423589235055e+04	-7.535566063830642516e-12	1.728971908273842663e-13	7.537549292770962803e-12	2.836223002278402173e-13	1.876877235433299929e-01
5.710000000000000000e+02	3.666686585094477778e+04	6.605026976318477074e-12	-1.579530722256373175e-13	6.606915356724370944e-12	2.473763250741278846e-13	1.880164424425550262e-01
5.720000000000000000e+02	3.795760756249476981e+04	-5.979644950168757956e-12	1.582548063968900354e-12	6.185516316755654797e-12	2.310274921417980615e-13	1.881799911749434950e-01
5.740000000000000000e+02	4.067699994427723868e+04	-5.387133261456061871e-12	6.091317582886588713e-13	5.421461636463183164e-12	2.014967876780996378e-13	1.885054848718817899e-01
5.750000000000000000e+02	4.210890581652230321e+04	4.949923489532523694e-12	1.122077024975079266e-12	5.075509767718190450e-12	1.881772421236982278e-13	1.886674367995144208e-01
5.770000000000000000e+02	4.512570916731600300e+04	-2.243131920496390372e-12	-3.841300459655141358e-12	4.448283942611648177e-12	1.641189097504996720e-13	1.889897679672743469e-01
5.780000000000000000e+02	4.671421785857687792e+04	8.752320959828070468e-13	4.071286249043644683e-12	4.164301014995233248e-12	1.532679021106362640e-13	1.891501539694845357e-01
5.800000000000000000e+02	5.006095903441065457e+04	2.315786584183957950e-12	2.820575505583089382e-12	3.649453888759482030e-12	1.336688284055546373e-13	1.894693834719198833e-01
5.810000000000000000e+02	5.182319767811075144e+04	-7.108780575449455792e-13	3.341585382900353419e-12	3.416363634613882302e-12	1.248292948713272606e-13	1.896282335408904507e-01
5.830000000000000000e+02	5.553596088989730197e+04	-1.460825256514448828e-12	2.613206746112573099e-12	2.993803588747726907e-12	1.088637229692566466e-13	1.899444205015766163e-01
5.840000000000000000e+02	5.749092975751193444e+04	-2.788083264375826147e-12	-2.839451660148687948e-13	2.802504798639205667e-12	1.016631372011928421e-13	1.901017637760009094e-01
5.860000000000000000e+02	6.160974562720963877e+04	2.249287396236995162e-12	-9.855383594470675264e-13	2.455723854347678831e-12	8.865806114231699474e-14	1.904149656439551863e-01
5.870000000000000000e+02	6.377852298719157989e+04	4.368072473727576600e-13	2.256856435756947183e-12	2.298739120251560260e-12	8.279281728614998870e-14	1.905708304411165288e-01
5.890000000000000000e+02	6.834780015375540825e+04	4.129442878078896159e-13	1.971390261459461612e-12	2.014175401451018154e-12	7.219975930289500604e-14	1.908811030534450781e-01
5.900000000000000000e+02	7.075376953520615643e+04	-1.854961590293542118e-12	-3.372060581920987874e-13	1.885362147478780943e-12	6.742243605209340316e-14	1.910355168998032205e-01
5.920000000000000000e+02	7.582277346385565761e+04	-1.417552355067017320e-12	8.480788745499712508e-13	1.651875436228165800e-12	5.879443134303994975e-14	1.913429145414453636e-01
5.930000000000000000e+02	7.849187577527349640e+04	1.135368382222208550e-12	-1.049588810813578554e-12	1.546188227589040061e-12	5.490340637690033233e-14	1.914959042018122282e-01
5.950000000000000000e+02	8.411525993255083449e+04	-1.334507316180149566e-12	2.326132150332872174e-13	1.354628615062618726e-12	4.787623598758669567e-14	1.918004796625424890e-01
5.960000000000000000e+02	8.707627315397442726e+04	3.446348490538295163e-13	-1.220187389589093287e-12	1.267923674711771394e-12	4.470721768537931388e-14	1.919520711679249259e-01
5.980000000000000000e+02	9.331466827566506981e+04	5.376743256521701599e-13	-9.719729904712517993e-13	1.110776833873998280e-12	3.898410655284473552e-14	1.922538757967618694e-01
6.000000000000000000e+02	1.000000000000000146e+05	8.342825304632770240e-13	5.008396011489900053e-13	9.730712444190755436e-13	3.399307881861097369e-14	1.925538610436749454e-01
